"mac_address","lock_date","lock_data","created_by","created_on"
"C0:04:62:EB:1E:BE","2020-01-02 14:31:40.964-08","{u'direction': 14, u'bike_battery': 0, u'battery': 91, u'uncertainty': 60, u'longitude': -71.09321594238281, u'latitude': 42.37367630004883, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:31:40.964Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:31:41.366839-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:31:50.992-08","{u'direction': 16, u'bike_battery': 0, u'battery': 91, u'uncertainty': 52, u'longitude': -71.0932388305664, u'latitude': 42.37368392944336, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:31:50.992Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:31:51.477353-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:01.039-08","{u'direction': 16, u'bike_battery': 0, u'battery': 91, u'uncertainty': 51, u'longitude': -71.09326934814453, u'latitude': 42.37363815307617, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:01.039Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:01.449464-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:10.952-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 51, u'longitude': -71.09326171875, u'latitude': 42.37363815307617, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:10.952Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:11.363154-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:20.925-08","{u'direction': 16, u'bike_battery': 0, u'battery': 91, u'uncertainty': 50, u'longitude': -71.09327697753906, u'latitude': 42.373600006103516, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:20.925Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:21.742528-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:30.986-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 50, u'longitude': -71.09326934814453, u'latitude': 42.37358856201172, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:30.986Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:31.380759-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:40.917-08","{u'direction': 6, u'bike_battery': 0, u'battery': 90, u'uncertainty': 44, u'longitude': -71.09321594238281, u'latitude': 42.37358093261719, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:40.917Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:41.284821-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:32:50.868-08","{u'direction': 6, u'bike_battery': 0, u'battery': 90, u'uncertainty': 36, u'longitude': -71.09321594238281, u'latitude': 42.37358093261719, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:32:50.868Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:32:51.23612-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:00.918-08","{u'direction': 6, u'bike_battery': 0, u'battery': 90, u'uncertainty': 37, u'longitude': -71.09323120117188, u'latitude': 42.37364959716797, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:00.918Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:01.359143-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:10.875-08","{u'direction': 3, u'bike_battery': 0, u'battery': 91, u'uncertainty': 43, u'longitude': -71.09317779541016, u'latitude': 42.37363815307617, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:10.875Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:11.471906-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:20.959-08","{u'direction': 3, u'bike_battery': 0, u'battery': 91, u'uncertainty': 39, u'longitude': -71.09315490722656, u'latitude': 42.373592376708984, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:20.959Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:21.374244-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:30.875-08","{u'direction': 3, u'bike_battery': 0, u'battery': 91, u'uncertainty': 41, u'longitude': -71.09317016601562, u'latitude': 42.37355422973633, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:30.875Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:31.315108-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:40.964-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.0931396484375, u'latitude': 42.373538970947266, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:40.964Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:41.406835-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:33:51.073-08","{u'direction': 3, u'bike_battery': 0, u'battery': 91, u'uncertainty': 47, u'longitude': -71.09318542480469, u'latitude': 42.373538970947266, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:33:51.073Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:33:51.533573-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:00.888-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.09323120117188, u'latitude': 42.3735237121582, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:00.888Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:01.266907-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:10.919-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 53, u'longitude': -71.09320831298828, u'latitude': 42.37350845336914, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:10.919Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:11.692801-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:20.858-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 41, u'longitude': -71.09320831298828, u'latitude': 42.373497009277344, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:20.858Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:21.203996-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:30.894-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.09320068359375, u'latitude': 42.37352752685547, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:30.894Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:31.308607-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:40.864-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.09312438964844, u'latitude': 42.37370300292969, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:40.864Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:41.244386-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:34:50.867-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.09314727783203, u'latitude': 42.37376022338867, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:34:50.867Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:34:51.241405-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:00.931-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 47, u'longitude': -71.09317779541016, u'latitude': 42.37375259399414, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:00.931Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:01.651612-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:10.841-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 53, u'longitude': -71.09317016601562, u'latitude': 42.37376022338867, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:10.841Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:11.234465-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:20.953-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 54, u'longitude': -71.09324645996094, u'latitude': 42.37371826171875, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:20.953Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:21.34426-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:31.115-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 17, u'longitude': -71.09337615966797, u'latitude': 42.373714447021484, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:31.115Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:31.497234-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:40.968-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 17, u'longitude': -71.09342193603516, u'latitude': 42.37372970581055, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:40.968Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:41.401407-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:35:50.862-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 16, u'longitude': -71.09339141845703, u'latitude': 42.37372589111328, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:35:50.862Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:35:51.62717-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:00.98-08","{u'direction': 1, u'bike_battery': 0, u'battery': 89, u'uncertainty': 16, u'longitude': -71.09339904785156, u'latitude': 42.37372589111328, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:00.980Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:01.403541-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:10.868-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 15, u'longitude': -71.09343719482422, u'latitude': 42.37369155883789, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:10.868Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:11.3436-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:20.995-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 15, u'longitude': -71.09344482421875, u'latitude': 42.37367248535156, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:20.995Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:21.425939-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:30.83-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 16, u'longitude': -71.0935287475586, u'latitude': 42.37361526489258, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:30.830Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:31.180797-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:40.783-08","{u'battery': 90, u'bike_battery': 0, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:40.783Z', u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:41.143598-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:36:51.002-08","{u'direction': 1, u'bike_battery': 0, u'battery': 90, u'uncertainty': 23, u'longitude': -71.09352111816406, u'latitude': 42.373600006103516, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:36:51.002Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:36:51.474768-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:00.796-08","{u'direction': 20, u'bike_battery': 0, u'battery': 90, u'uncertainty': 22, u'longitude': -71.09352111816406, u'latitude': 42.37353515625, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:00.796Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:01.165309-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:11.026-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 22, u'longitude': -71.09346008300781, u'latitude': 42.37364196777344, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:11.026Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:11.443834-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:20.854-08","{u'direction': 3, u'bike_battery': 0, u'battery': 90, u'uncertainty': 22, u'longitude': -71.0935287475586, u'latitude': 42.37360382080078, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:20.854Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:21.245407-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:30.846-08","{u'direction': 15, u'bike_battery': 0, u'battery': 90, u'uncertainty': 19, u'longitude': -71.09355926513672, u'latitude': 42.373558044433594, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:30.846Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:31.235457-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:40.944-08","{u'direction': 15, u'bike_battery': 0, u'battery': 90, u'uncertainty': 16, u'longitude': -71.09353637695312, u'latitude': 42.37361145019531, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:40.944Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:41.401233-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:37:50.919-08","{u'direction': 15, u'bike_battery': 0, u'battery': 89, u'uncertainty': 14, u'longitude': -71.09351348876953, u'latitude': 42.373661041259766, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:37:50.919Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:37:51.34705-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:00.816-08","{u'direction': 15, u'bike_battery': 0, u'battery': 90, u'uncertainty': 13, u'longitude': -71.0934829711914, u'latitude': 42.37364196777344, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:00.816Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:01.241131-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:10.759-08","{u'direction': 16, u'bike_battery': 0, u'battery': 89, u'uncertainty': 13, u'longitude': -71.09346771240234, u'latitude': 42.37358093261719, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:10.759Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:11.174045-08"
